breadcrumb_text_-1,breadcrumb_link_-1,breadcrumb_0_merged,page,clicks,impressions,ctr,position
Cazi cu hidromasaj,https://www.romstal.ro/cazi-cu-hidromasaj-c1461092.html,Cazi cu hidromasaj belform : https://www.romstal.ro/cazi-cu-hidromasaj-belform-c1461093.html,https://www.romstal.ro/cazi-cu-hidromasaj-c1461092.html,2366,84806,0.02789896941,6.029396505
Rezervoare wc incastrate cu cadru,https://www.romstal.ro/rezervoare-wc-incastrate-cu-cadru-c1460762.html,"Pachet rezervor WC, Grohe Rapid SL, incastrat, 3/6-6/9L + cadru + placa comanda + sistem fixare : https://www.romstal.ro/pachet-rezervor-wc-grohe-rapid-sl-incastrat-3-6-6-9l-cadru-placa-comanda-sistem-fixare.html', 'Pachet rezervor WC incastrat, Geberit, Delta UP182/UP100, 3/4-4.5/6/7.5l + cadru + placa comanda + sistem de fixare : https://www.romstal.ro/pachet-rezervor-wc-incastrat-geberit-delta-up182-up100-3-4-4-5-6-7-5l-cadru-placa-comanda-sistem-de-fixare.html', 'Rezervor WC incastrat, Geberit, Duofix Delta UP182/UP100, cu cadru, 3/4-4.5/6/7.5l : https://www.romstal.ro/rezervor-wc-incastrat-geberit-duofix-delta-up182-up100-cu-cadru-3-4-4-5-6-7-5l.html', 'Pachet rezervor WC, Grohe Rapid SL, incastrat, 3/6-6/9L + cadru + placa comanda + sistem fixare : https://www.romstal.ro/pachet-rezervor-wc-grohe-rapid-sl-incastrat-3-6-6-9l-cadru-placa-comanda-sistem-fixare.html', 'Rezervor ingropat pentru vas wc pardoseala, Prosys, IDEAL STANDARD, 80 : https://www.romstal.ro/rezervor-ingropat-pentru-vas-wc-pardoseala-prosys-ideal-standard-80.html', 'Rezervor WC incastrat, Geberit, Duofix Design UP320, 3/4-4.5/6/7.5l : https://www.romstal.ro/rezervor-wc-incastrat-geberit-duofix-design-up320-3-4-4-5-6-7-5l.html', 'Rezervor WC incastrat, Geberit, Sigma 8 cm, cu cadru, 3/4-4.5/6/7.5l : https://www.romstal.ro/rezervor-wc-incastrat-geberit-sigma-8-cm-cu-cadru-3-4-4-5-6-7-5l.html', 'REZERVOR WC INCASTRAT CU CADRU, ROCA ACTIVE\n-@RAMA INCASTRATA ACTIVE : https://www.romstal.ro/rezervor-wc-incastrat-cu-cadru-roca-active-rama-incastrata-active.html', 'REZERVOR WC INCASTRAT CU CADRU, ROCA ACTIVE\n-@RAMA INCASTRATA ACTIVE : https://www.romstal.ro/rezervor-wc-incastrat-cu-cadru-roca-active-rama-incastrata-active.html', 'Cadru Duofix ptr WC suspendat,112 cm,ncastrat Sigma12cm,mnere de sprijin : https://www.romstal.ro/cadru-duofix-ptr-wc-suspendat-112-cm-ncastrat-sigma12cm-mnere-de-sprijin.html', 'Pachet rezervor WC incastrat, Geberit, Delta UP182/UP100, 3/4-4.5/6/7.5l + cadru + placa comanda + sistem de fixare : https://www.romstal.ro/pachet-rezervor-wc-incastrat-geberit-delta-up182-up100-3-4-4-5-6-7-5l-cadru-placa-comanda-sistem-de-fixare.html', 'Pachet rezervor WC incastrat, Ideal Standard, Prosys + cadru + clapeta Oleas M2, alb : https://www.romstal.ro/pachet-rezervor-wc-incastrat-ideal-standard-prosys-cadru-clapeta-oleas-m2-alb.html', 'Pachet rezervor WC, Grohe Rapid SL, incastrat, 3/6-6/9L + cadru + placa comanda + sistem fixare cadou : https://www.romstal.ro/pachet-rezervor-wc-grohe-rapid-sl-incastrat-3-6-6-9l-cadru-placa-comanda-sistem-fixare-cadou.html', 'Rezervor WC ingropat, Ideal Standard, Prosys 120 : https://www.romstal.ro/rezervor-wc-ingropat-ideal-standard-prosys-120.html', 'REZERVOR WC INCASTRAT, CU CADRU, GROHE RAPID SLX, 3-6L : https://www.romstal.ro/rezervor-wc-incastrat-cu-cadru-grohe-rapid-slx-3-6l.html', 'Rezervor WC incastrat, Geberit, Duofix Delta UP182/UP100, cu cadru, 3/4-4.5/6/7.5l : https://www.romstal.ro/rezervor-wc-incastrat-geberit-duofix-delta-up182-up100-cu-cadru-3-4-4-5-6-7-5l.html', 'Pachet rezervor WC incastrat, Dezit, placa comanda + vas WC suspendat Mira, crom : https://www.romstal.ro/pachet-rezervor-wc-incastrat-dezit-placa-comanda-vas-wc-suspendat-mira-crom.html', 'Cadru Duofix pentru WC suspendat, 82 cm, cu rezervor ncastrat Omega 12cm : https://www.romstal.ro/cadru-duofix-pentru-wc-suspendat-82-cm-cu-rezervor-ncastrat-omega-12cm.html', 'Rezervor WC incastrat, Grohe, Rapid SL, cu cadru, 3/6-6/9L : https://www.romstal.ro/rezervor-wc-incastrat-grohe-rapid-sl-cu-cadru-3-6-6-9l.html', 'Rezervor WC incastrat, Valsir, Tropea S, 3-6/7L : https://www.romstal.ro/rezervor-wc-incastrat-valsir-tropea-s-3-6-7l.html', 'Rezervor WC incastrat cu presiune, Grohe, Rapid SL, cu cadru, 6/9L : https://www.romstal.ro/rezervor-wc-incastrat-cu-presiune-grohe-rapid-sl-cu-cadru-6-9l.html', 'Cadru Duofix ptr WC suspendat,112cm,rez ncastrat Sigma 12 cm, cu acces liber : https://www.romstal.ro/cadru-duofix-ptr-wc-suspendat-112cm-rez-ncastrat-sigma-12-cm-cu-acces-liber.html', 'REZERVOR RAPID SL f. WC, 1,13 m GROHE : https://www.romstal.ro/rezervor-rapid-sl-f-wc-1-13-m-grohe.html', 'CADRU WC CU REZERVOR,MONTUS C120,PICIOARE REGLAB 0-20CM,H=115CM,ADANCIM 12CM : https://www.romstal.ro/cadru-wc-cu-rezervor-montus-c120-picioare-reglab-0-20cm-h-115cm-adancim-12cm.html', 'CADRU WC CU REZERVOR,MONTUS C120,PICIOARE REGLAB 0-20CM,H=115CM,ADANCIM 12CM : https://www.romstal.ro/cadru-wc-cu-rezervor-montus-c120-picioare-reglab-0-20cm-h-115cm-adancim-12cm.html",https://www.romstal.ro/rezervoare-wc-incastrate-cu-cadru-c1460762.html,2252,82824,0.02719018642,5.495448179
Obiecte sanitare pentru baie,https://www.romstal.ro/obiecte-sanitare-pentru-baie-c1460744.html,"Lavoare de baie : https://www.romstal.ro/lavoare-de-baie-c1460745.html', 'Vase wc : https://www.romstal.ro/vase-wc-c1460753.html', 'Rezervoare wc si accesorii : https://www.romstal.ro/rezervoare-wc-si-accesorii-c1460760.html', 'Bideuri : https://www.romstal.ro/bideuri-c1460766.html', 'Pachete promo baie : https://www.romstal.ro/pachete-promo-baie-c1461418.html', 'Vase wc : https://www.romstal.ro/vase-wc-c1460753.html', 'Vase wc : https://www.romstal.ro/vase-wc-c1460753.html', 'Lavoare de baie : https://www.romstal.ro/lavoare-de-baie-c1460745.html', 'Vase wc : https://www.romstal.ro/vase-wc-c1460753.html', 'Lavoare de baie : https://www.romstal.ro/lavoare-de-baie-c1460745.html', 'Vase wc : https://www.romstal.ro/vase-wc-c1460753.html",https://www.romstal.ro/obiecte-sanitare-pentru-baie-c1460744.html,2128,69921,0.03043434733,5.521946196
Robineti apa,https://www.romstal.ro/robineti-apa-c1459401.html,"Robineti cu olandez : https://www.romstal.ro/robineti-cu-olandez-c1459404.html', 'Robineti cu 3 cai : https://www.romstal.ro/robineti-cu-3-cai-c1459416.html', 'Robineti de scurgere gradina : https://www.romstal.ro/robineti-de-scurgere-gradina-c1459410.html', 'Robineti cu sertar : https://www.romstal.ro/robineti-cu-sertar-c1459417.html', 'Robineti de trecere cu maneta : https://www.romstal.ro/robineti-de-trecere-cu-maneta-c1459403.html', 'Robineti de trecere cu fluture : https://www.romstal.ro/robineti-de-trecere-cu-fluture-c1459402.html', 'Robineti ptr cupru : https://www.romstal.ro/robineti-ptr-cupru-c1459406.html', 'Robineti cu sertar si flansa : https://www.romstal.ro/robineti-cu-sertar-si-flansa-c1459407.html', 'Filtre y cu flansa : https://www.romstal.ro/filtre-y-cu-flansa-c1459405.html', 'Racord portfurtun : https://www.romstal.ro/racord-portfurtun-c1459411.html', 'Supape de sens cu flansa : https://www.romstal.ro/supape-de-sens-cu-flansa-c1459415.html",https://www.romstal.ro/robineti-apa-c1459401.html,2104,106265,0.01979955771,6.355187503
Gresie,https://www.romstal.ro/gresie-c1461354.html,"Gresie de exterior : https://www.romstal.ro/gresie-de-exterior-c1461367.html', 'Gresie baie : https://www.romstal.ro/gresie-baie-c1461355.html', 'Gresie hol si living : https://www.romstal.ro/gresie-hol-si-living-c1461362.html', 'Gresie bucatarie : https://www.romstal.ro/gresie-bucatarie-c1461360.html', 'Gresie hol si living : https://www.romstal.ro/gresie-hol-si-living-c1461362.html', 'Gresie baie : https://www.romstal.ro/gresie-baie-c1461355.html', 'Gresie baie : https://www.romstal.ro/gresie-baie-c1461355.html', 'Gresie hol si living : https://www.romstal.ro/gresie-hol-si-living-c1461362.html",https://www.romstal.ro/gresie-c1461354.html,2083,165770,0.01256560294,12.02137902
Dusuri baie: seturi si coloane,https://www.romstal.ro/dusuri-baie-seturi-si-coloane-c1460819.html,"Coloane dus simple : https://www.romstal.ro/coloane-dus-simple-c1460820.html', 'Para dus : https://www.romstal.ro/para-dus-c1460826.html', 'Accesorii dus : https://www.romstal.ro/accesorii-dus-c1460838.html', 'Palarii si brat de dus : https://www.romstal.ro/palarii-si-brat-de-dus-c1460832.html', 'Seturi dus : https://www.romstal.ro/seturi-dus-c1460823.html",https://www.romstal.ro/dusuri-baie-seturi-si-coloane-c1460819.html,2043,74896,0.02727782525,6.861421171
Dulapuri de baie,https://www.romstal.ro/dulapuri-de-baie-c1461009.html,Dulapuri de baie : https://www.romstal.ro/dulapuri-de-baie-c1461713.html,https://www.romstal.ro/dulapuri-de-baie-c1461009.html,2036,165868,0.01227482094,12.65387537
Coloane dus simple,https://www.romstal.ro/coloane-dus-simple-c1460820.html,"Set dus incastrat, Grohe, Grohtherm, cu baterie, crom : https://www.romstal.ro/set-dus-incastrat-grohe-grohtherm-cu-baterie-crom.html', 'Coloana dus, Kludi, Dual Logo, baterie termostatata, crom : https://www.romstal.ro/coloana-dus-kludi-dual-logo-baterie-termostatata-crom.html', 'Coloana dus, Grohe, Euphoria 260, baterie termostatata, crom : https://www.romstal.ro/coloana-dus-grohe-euphoria-260-baterie-termostatata-crom.html', 'COLOANA DUS EBONY, TERMOSTATATA, NEGRU MAT : https://www.romstal.ro/coloana-dus-ebony-termostatata-negru-mat.html', 'Coloana dus, Grohe, Tempesta 210, baterie termostatata, crom : https://www.romstal.ro/coloana-dus-grohe-tempesta-210-baterie-termostatata-crom.html', 'Coloana dus, Grohe, Euphoria SmartControl 310 Duo, baterie termostatata, crom : https://www.romstal.ro/coloana-dus-grohe-euphoria-smartcontrol-310-duo-baterie-termostatata-crom.html', 'Coloana dus, Grohe, Euphoria Smartcontrol 260, baterie termostatata, crom : https://www.romstal.ro/coloana-dus-grohe-euphoria-smartcontrol-260-baterie-termostatata-crom.html', 'Coloana dus, Roca, Victoria, cu baterie, crom : https://www.romstal.ro/coloana-dus-roca-victoria-cu-baterie-crom.html', 'COLOANA DUS CU BATERIE, ROCA EVEN-M, CROM : https://www.romstal.ro/coloana-dus-cu-baterie-roca-even-m-crom.html', 'Coloana dus, Grohe, Euphoria SmartControl 310 Cube Duo, baterie termostatata, crom : https://www.romstal.ro/coloana-dus-grohe-euphoria-smartcontrol-310-cube-duo-baterie-termostatata-crom.html', 'COLOANA DUS, CU BATERIE, GROHE ESSENCE, CROM : https://www.romstal.ro/coloana-dus-cu-baterie-grohe-essence-crom.html', 'COLOANA DUS, CU BATERIE TERMOSTATATA, GROHE RAINSHOWER 210, CROM : https://www.romstal.ro/coloana-dus-cu-baterie-termostatata-grohe-rainshower-210-crom.html', 'Coloana de dus, Kroner, Hera, cu baterie, palarie dus, furtun si telefon dus, 135 cm, crom : https://www.romstal.ro/coloana-de-dus-kroner-hera-cu-baterie-palarie-dus-furtun-si-telefon-dus-135-cm-crom.html', 'COLOANA DUS CU BATERIE TERMOSTATATA CERATHERM T25, CROM : https://www.romstal.ro/coloana-dus-cu-baterie-termostatata-ceratherm-t25-crom.html', 'COLOANA DUS LOGO, BATERIE CU PIPA,CAP DUS D200MM,DUS MOBIL 3 FUNCTII : https://www.romstal.ro/coloana-dus-logo-baterie-cu-pipa-cap-dus-d200mm-dus-mobil-3-functii.html', 'Coloana de dus, Bossini, Cosmo, cu baterie termostatata, negru mat : https://www.romstal.ro/coloana-de-dus-bossini-cosmo-cu-baterie-termostatata-negru-mat.html', 'Coloana dus cu baterie Ideal Standard, Ceratherm T50, termostatata, crom : https://www.romstal.ro/coloana-dus-cu-baterie-ideal-standard-ceratherm-t50-termostatata-crom.html', 'Coloana dus, Roca, Victoria, cu baterie, crom : https://www.romstal.ro/coloana-dus-roca-victoria-cu-baterie-crom.html', 'Set dus incastrat, Grohe, Grohtherm, cu baterie, crom : https://www.romstal.ro/set-dus-incastrat-grohe-grohtherm-cu-baterie-crom.html', 'Coloana de dus, Kroner, Thermo, cu baterie termostatata, cu palarie dus, furtun si telefon dus, 118 cm, crom : https://www.romstal.ro/coloana-de-dus-kroner-thermo-cu-baterie-termostatata-cu-palarie-dus-furtun-si-telefon-dus-118-cm-crom.html', 'Coloana de dus, ROMSTAL, IRIS, crom, baterie termostatata : https://www.romstal.ro/coloana-de-dus-romstal-iris-crom-baterie-termostatata.html', 'COLOANA DUS A-QA,BATERIE TERMOSTAT,CAP D25,PIVOTANTA : https://www.romstal.ro/coloana-dus-a-qa-baterie-termostat-cap-d25-pivotanta.html', 'COLOANA DUS, CU BATERIE TERMOSTATATA, IDEAL STANDARD CERATHERM 25, CROM : https://www.romstal.ro/coloana-dus-cu-baterie-termostatata-ideal-standard-ceratherm-25-crom.html', 'Coloana dus, Grohe, Euphoria SmartControl 310 Duo, baterie termostatata, crom : https://www.romstal.ro/coloana-dus-grohe-euphoria-smartcontrol-310-duo-baterie-termostatata-crom.html', 'Coloana dus, Kludi, Dual Logo, baterie termostatata, crom : https://www.romstal.ro/coloana-dus-kludi-dual-logo-baterie-termostatata-crom.html', 'COLOANA TERMOSTATATA EUPHORIA CUBE XXL  230, CU FURTUN, PARA SI TELEFON DUS, CROM : https://www.romstal.ro/coloana-termostatata-euphoria-cube-xxl-230-cu-furtun-para-si-telefon-dus-crom.html",https://www.romstal.ro/coloane-dus-simple-c1460820.html,1975,35638,0.05541837365,5.174616982
Ventilatoare,https://www.romstal.ro/ventilatoare-c1460230.html,"Ventilatoare industriale : https://www.romstal.ro/ventilatoare-industriale-c1460232.html', 'Ventilatoare rezidentiale : https://www.romstal.ro/ventilatoare-rezidentiale-c1460231.html",https://www.romstal.ro/ventilatoare-c1460230.html,1929,100414,0.01921046866,9.167167925
Paravane de cada,https://www.romstal.ro/paravane-de-cada-c1460794.html,"Paravane de cada semirotunde : https://www.romstal.ro/paravane-de-cada-semirotunde-c1460797.html', 'Paravane de cada semirotunde : https://www.romstal.ro/paravane-de-cada-semirotunde-c1460797.html",https://www.romstal.ro/paravane-de-cada-c1460794.html,1914,79489,0.02407880336,8.104869856
Capace wc,https://www.romstal.ro/capace-wc-c1460758.html,"Capac WC, Ideal Standard, Tempo, duroplast, alb : https://www.romstal.ro/capac-wc-ideal-standard-tempo-duroplast-alb.html', 'Capac WC, Ideal Standard, Connect, duroplast, alb : https://www.romstal.ro/capac-wc-ideal-standard-connect-duroplast-alb.html', 'Capac WC, Cersanit, Delfi, polipropilena, alb, 36x52 cm : https://www.romstal.ro/capac-wc-cersanit-delfi-polipropilena-alb-36x52-cm.html', 'Capac WC, Cersanit, Family, polipropilena, alb, 35.5x49.5 cm : https://www.romstal.ro/capac-wc-cersanit-family-polipropilena-alb-35-5x49-5-cm.html', 'Capac WC, Ideal Standard, Tesi, duroplast, alb : https://www.romstal.ro/capac-wc-ideal-standard-tesi-duroplast-alb.html', 'Capac WC, Ideal Standard, Tempo, duroplast, alb : https://www.romstal.ro/capac-wc-ideal-standard-tempo-duroplast-alb.html', 'CAPAC WC EURO, DUROPLAST, SOFT CLOSE : https://www.romstal.ro/capac-wc-euro-duroplast-soft-close.html', 'Capac WC, Ideal Standard, Connect, duroplast, soft-close, alb : https://www.romstal.ro/capac-wc-ideal-standard-connect-duroplast-soft-close-alb.html', 'CAPAC PT. VAS WC CARINA, DUROPLAST : https://www.romstal.ro/capac-pt-vas-wc-carina-duroplast.html', 'CAPAC WC EURO, DUROPLAST, SOFT CLOSE : https://www.romstal.ro/capac-wc-euro-duroplast-soft-close.html', 'Capac WC, Hatria, Dolcevita, soft-close, alb : https://www.romstal.ro/capac-wc-hatria-dolcevita-soft-close-alb.html', 'CAPAC SOFT-CLOSE PT VAS WC THE GAP : https://www.romstal.ro/capac-soft-close-pt-vas-wc-the-gap.html', 'Capac WC, Cersanit, Facile, duroplast, soft-close, 44.2x36.5, alb : https://www.romstal.ro/capac-wc-cersanit-facile-duroplast-soft-close-44-2x36-5-alb.html', 'Capac WC, Geberit, Selnova, patrat, fixare sus : https://www.romstal.ro/capac-wc-geberit-selnova-patrat-fixare-sus.html', 'Capac WC, Ideal Standard, Connect, duroplast, alb : https://www.romstal.ro/capac-wc-ideal-standard-connect-duroplast-alb.html', 'Capac WC, Cersanit, Delfi, polipropilena, alb, 36x52 cm : https://www.romstal.ro/capac-wc-cersanit-delfi-polipropilena-alb-36x52-cm.html', 'Capac wc pentru copii, GEBERIT, BAMBINI : https://www.romstal.ro/capac-wc-pentru-copii-geberit-bambini.html', 'CAPAC WC SOFT CLOSE, DUROPLAST, VILLEROY  BOCH TUBE : https://www.romstal.ro/capac-wc-soft-close-duroplast-villeroy-boch-tube.html', 'CAPAC WC BAU, DUROPLAST, SOFT CLOSE : https://www.romstal.ro/capac-wc-bau-duroplast-soft-close.html', 'Capac WC, Ideal Standard, Tesi, duroplast, alb : https://www.romstal.ro/capac-wc-ideal-standard-tesi-duroplast-alb.html', 'Capac WC, Roca, Debba, inchidere normala, alb : https://www.romstal.ro/capac-wc-roca-debba-inchidere-normala-alb.html', 'Capac WC, Savini Due, Esedra, MDF, alb : https://www.romstal.ro/capac-wc-savini-due-esedra-mdf-alb.html', 'Capac WC, Ideal Standard, Tesi, duroplast, soft-close, alb : https://www.romstal.ro/capac-wc-ideal-standard-tesi-duroplast-soft-close-alb.html', 'CAPAC PT VAS WC GEBERIT SELNOVA CU SOFT CLOSE : https://www.romstal.ro/capac-pt-vas-wc-geberit-selnova-cu-soft-close.html', 'Capac WC, Geberit, Selnova Square, fixare sus : https://www.romstal.ro/capac-wc-geberit-selnova-square-fixare-sus.html', 'Capac WC, Cersanit, Carina, duroplast, soft-close, alb, 36.4 x 44 cm : https://www.romstal.ro/capac-wc-cersanit-carina-duroplast-soft-close-alb-36-4-x-44-cm.html', 'CAPAC SOFT-CLOSE PT VAS WC THE GAP : https://www.romstal.ro/capac-soft-close-pt-vas-wc-the-gap.html', 'CAPAC PENTRU VAS WC HATRIA FUSION Q , INCHIDERE SOFT CLOSE , CULOARE ALB : https://www.romstal.ro/capac-pentru-vas-wc-hatria-fusion-q-inchidere-soft-close-culoare-alb.html', 'CAPAC PT. VAS WC CARINA, DUROPLAST : https://www.romstal.ro/capac-pt-vas-wc-carina-duroplast.html', 'CAPAC PT VAS WC GEBERIT SELNOVA, SOFT CLOSE ELIBERARE FACILA : https://www.romstal.ro/capac-pt-vas-wc-geberit-selnova-soft-close-eliberare-facila.html', 'CAPAC PT VAS WC GEBERITICON SQUARE SOFT CLOSE CU LASARE LENTA : https://www.romstal.ro/capac-pt-vas-wc-geberiticon-square-soft-close-cu-lasare-lenta.html', 'Capac pt vas WC ROMSTAL, SQUARE, negru mat : https://www.romstal.ro/capac-pt-vas-wc-romstal-square-negru-mat.html', 'Capac pt vas WC rotund ROMSTAL, alb : https://www.romstal.ro/capac-pt-vas-wc-rotund-romstal-alb.html', 'Capac soft close, TESI, IDEAL STANDARD, negru : https://www.romstal.ro/capac-soft-close-tesi-ideal-standard-negru.html', 'Capac vas WC THE GAP,   soft close pentru COMPACT : https://www.romstal.ro/capac-vas-wc-the-gap-soft-close-pentru-compact.html', 'Capac WC, Ceramica Globo, pentru vas WC Genesis, perla : https://www.romstal.ro/capac-wc-ceramica-globo-pentru-vas-wc-genesis-perla.html', 'Capac WC, Cersanit, Carina, duroplast, soft-close, alb, 36.4 x 44 cm : https://www.romstal.ro/capac-wc-cersanit-carina-duroplast-soft-close-alb-36-4-x-44-cm.html', 'Capac WC, Cersanit, Facile, duroplast, soft-close, 44.2x36.5, alb : https://www.romstal.ro/capac-wc-cersanit-facile-duroplast-soft-close-44-2x36-5-alb.html', 'Capac WC, Cersanit, Inverto, slim, duroplast, soft-close, 44.8x35.5, alb, antibacterian : https://www.romstal.ro/capac-wc-cersanit-inverto-slim-duroplast-soft-close-44-8x35-5-alb-antibacterian.html', 'Capac WC, Grohe, Bau, duroplast, alb : https://www.romstal.ro/capac-wc-grohe-bau-duroplast-alb.html', 'Capac WC, Ideal Standard, Connect, ultra subtire, duroplast, alb : https://www.romstal.ro/capac-wc-ideal-standard-connect-ultra-subtire-duroplast-alb.html', 'Colac WC pentru vas WC copii, Jika, duroplast, alb : https://www.romstal.ro/colac-wc-pentru-vas-wc-copii-jika-duroplast-alb.html', 'Capac WC, Roca, Inspira Square, soft-close, supralit, alb : https://www.romstal.ro/capac-wc-roca-inspira-square-soft-close-supralit-alb.html', 'Capac WC, Savini Due, Arianna, MDF, alb : https://www.romstal.ro/capac-wc-savini-due-arianna-mdf-alb.html', 'Capac WC, Savini Due, Inca New, MDF, alb : https://www.romstal.ro/capac-wc-savini-due-inca-new-mdf-alb.html', 'CAPAC PT VASUL WC O.NOVO, DUROPLAST : https://www.romstal.ro/capac-pt-vasul-wc-o-novo-duroplast.html', 'Colac wc pentru bebelusi si copii mici, GEBERIT, BAMBINI : https://www.romstal.ro/colac-wc-pentru-bebelusi-si-copii-mici-geberit-bambini.html",https://www.romstal.ro/capace-wc-c1460758.html,1910,138658,0.01377489939,7.272339137
Invertoare panouri fotovoltaice,https://www.romstal.ro/invertoare-panouri-fotovoltaice-c1460620.html,"Invertere on grid : https://www.romstal.ro/invertere-on-grid-c1460621.html', 'Invertere hibrid : https://www.romstal.ro/invertere-hibrid-c1460622.html",https://www.romstal.ro/invertoare-panouri-fotovoltaice-c1460620.html,1847,64219,0.02876095859,9.189149629
Lavoare de baie pe blat,https://www.romstal.ro/lavoare-de-baie-pe-blat-c1460748.html,"Lavoar ceramic, Ideal Standard, Strada, pe blat, 60x42x14.5 cm, alb : https://www.romstal.ro/lavoar-ceramic-ideal-standard-strada-pe-blat-60x42x14-5-cm-alb.html', 'Lavoar ceramic, Salgar, Altiro, diametru 39 cm, alb mat : https://www.romstal.ro/lavoar-ceramic-salgar-altiro-diametru-39-cm-alb-mat.html', 'Lavoar ceramic, Roca, Ohtake, 54x37.5 cm : https://www.romstal.ro/lavoar-ceramic-roca-ohtake-54x37-5-cm.html', 'Lavoar ceramic, Roca, Ohtake Fineceramic, pe blat, 37.5x37.5 cm, negru mat : https://www.romstal.ro/lavoar-ceramic-roca-ohtake-fineceramic-pe-blat-37-5x37-5-cm-negru-mat.html', 'LAVOAR ASIMETRIC PT BLAT MODUO 45 : https://www.romstal.ro/lavoar-asimetric-pt-blat-moduo-45.html', 'Lavoar ceramic, Ideal Standard, Strada, pe blat, 60x42x14.5 cm, alb : https://www.romstal.ro/lavoar-ceramic-ideal-standard-strada-pe-blat-60x42x14-5-cm-alb.html', 'LAVOAR ASIMETRIC PT BLAT MODUO 55 : https://www.romstal.ro/lavoar-asimetric-pt-blat-moduo-55.html', 'Lavoar ceramic, Roca, Inspira Soft, pe blat, 37x37x14 cm : https://www.romstal.ro/lavoar-ceramic-roca-inspira-soft-pe-blat-37x37x14-cm.html', 'LAVOAR COMPOZIT, PE BLAT, SALGAR SOLID SURFACE, D.39cmxH.14cm : https://www.romstal.ro/lavoar-compozit-pe-blat-salgar-solid-surface-d-39cmxh-14cm.html",https://www.romstal.ro/lavoare-de-baie-pe-blat-c1460748.html,1765,84863,0.02079822773,6.689216738
Tevi peid apa si gaz,https://www.romstal.ro/tevi-peid-apa-si-gaz-c1459859.html,"Apa : https://www.romstal.ro/apa-c1459860.html', 'Apa/colac : https://www.romstal.ro/apa-colac-c1459861.html",https://www.romstal.ro/tevi-peid-apa-si-gaz-c1459859.html,1747,95834,0.0182294384,7.014900766
Teava zincata usoara,https://www.romstal.ro/teava-zincata-usoara-c1459713.html,"TEAVA ZINCATA USOARA , BARA 6 ML 1 1/2'' (48.3 mm)x2.90 mm : https://www.romstal.ro/teava-zincata-usoara-bara-6-ml-1-1-2-48-3-mm-x2-90-mm.html"", ""TEAVA ZINCATA USOARA , BARA 6 ML 2 1/2'' (76.1 mm)x3.20 mm : https://www.romstal.ro/teava-zincata-usoara-bara-6-ml-2-1-2-76-1-mm-x3-20-mm.html"", ""TEAVA ZINCATA USOARA , BARA 6 ML 2'' (60.3 mm)x2.90 mm : https://www.romstal.ro/teava-zincata-usoara-bara-6-ml-2-60-3-mm-x2-90-mm.html"", ""TEAVA ZINCATA USOARA , BARA 6 ML 1 1/4'' (42.4 mm)x2.60 mm : https://www.romstal.ro/teava-zincata-usoara-bara-6-ml-1-1-4-42-4-mm-x2-60-mm.html"", ""TEAVA ZINCATA USOARA , BARA 6 ML 3/4'' (26.9 mm)x2.30 mm : https://www.romstal.ro/teava-zincata-usoara-bara-6-ml-3-4-26-9-mm-x2-30-mm.html",https://www.romstal.ro/teava-zincata-usoara-c1459713.html,1741,51040,0.03411050157,5.667574451
